Unnamed: 0,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
ALCD1_pos,926.0,0.0016177962254643,0.1594558008827488,0.016808105458521,ALCD1,alcohol dehydrogenase (methanol),"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * methanol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * formaldehyde [c]
ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2",ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2,Miscellaneous,1.1.1.1,4.0
ALCD2if_pos,944.0,0.0007916045984509,0.3535857804743967,0.0092708531377723,ALCD2if,"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)","1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * ethanol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * acetaldehyde [c]
ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2",ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2,Glycolysis/gluconeogenesis,1.1.1.1,0.0
ALCD2yf_pos,1063.0,2.627224136753377e-06,1.003090554230068,0.0001866185840617,ALCD2yf,"alcohol dehydrogenase (ethanol, NADP), forward reaction","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * ethanol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * acetaldehyde [c]
AKR1A1",AKR1A1,Glycolysis/gluconeogenesis,1.1.1.2,0.0
ALOX52_pos,1000.0,6.680767868334811e-05,0.9516905920578274,0.0012509689976953,ALOX52,Arachidonate 5-lipoxygenase,"1.00 * 5(S)-HPETE(1-) [c] --> 1.00 * Water [c] + 1.00 * leukotriene A4(1-) [c]
ALOX5",ALOX5,Eicosanoid metabolism,1.13.11.34,4.0
AMY1e_pos,401.0,0.0058175929562137,-0.5896528805770282,0.0447797054992423,AMY1e,"alpha-amylase, extracellular (strch1 -> strch2)","8.00 * Water [e] + 1.00 * starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) [e] --> 8.00 * D-glucose [e] + 1.00 * starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]}) [e]
AMY2A5; SLC3A1; SLC3A2; SLC7A9",AMY2A5; SLC3A1; SLC3A2; SLC7A9,Starch and sucrose metabolism,3.2.1.1,0.0
AMY2e_pos,401.0,0.0058175929562137,-0.5896528805770282,0.0447797054992423,AMY2e,"alpha-amylase, extracellular (glygn2 -> glygn4)","8.00 * Water [e] + 1.00 * glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]}) [e] --> 8.00 * D-glucose [e] + 1.00 * glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]}) [e]
AMY2A5; SLC3A1; SLC3A2; SLC7A9",AMY2A5; SLC3A1; SLC3A2; SLC7A9,Starch and sucrose metabolism,3.2.1.1,0.0
ARABR_pos,911.0,0.0028498757940445,0.6107899856312711,0.0259025567650643,ARABR,arabinose reductase,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * L-arabinose [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * L-arabinitol [c]
AKR1A1; AKR1B3; AKR7A5",AKR1A1; AKR1B3; AKR7A5,Pentose phosphate pathway,1.1.1.21,4.0
BCDO_pos,994.0,8.86595394016112e-05,0.9667806926076152,0.0015215884209036,BCDO,beta-Carotene dioxygenase,"1.00 * O2 [c] + 1.00 * beta-carotene [c] --> 2.00 * retinal [c]
BCO1",BCO1,Vitamin A metabolism,1.14.99.36,4.0
BDHm_pos,928.0,0.0014971345598087,0.7672162998630265,0.0156540389573601,BDHm,(R)-3-Hydroxybutanoate:NAD+ oxidoreductase,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (R)-3-hydroxybutyrate [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * acetoacetate [m]
BDH1",BDH1,Butanoate metabolism,1.1.1.30,4.0
CAATPS_pos,1014.0,3.393788103918807e-05,1.0662402579478278,0.0007196225144795,CAATPS,Ca ATPase,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * calcium(2+) [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * proton [e] + 1.00 * calcium(2+) [e]
ATP2B1; ATP2B2; ATP2B3; ATP2B4",ATP2B1; ATP2B2; ATP2B3; ATP2B4,"Transport, extracellular",3.6.3.6,4.0
CBR2_pos,944.0,0.0007916045984509,0.41720621445332,0.0092708531377723,CBR2,Carbonyl reductase [NADPH] 1,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * prostaglandin E2(1-) [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * prostaglandin F2alpha(1-) [c]
CBR1",CBR1,Eicosanoid metabolism,1.1.1.197,4.0
CORE2GTg_pos,920.0,0.0020355167462149,0.371939413549977,0.0201546999038102,CORE2GTg,"Core 2 acetylglucosaminyltransferase, Golgi apparatus","1.00 * T antigen (core 1) [g] + 1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 2 [g]
GCNT1; GCNT3; GCNT4",GCNT1; GCNT3; GCNT4,O-glycan synthesis,2.4.1.102,0.0
CORE3GTg_pos,918.0,0.0021953954481034,0.3757436833201935,0.020913861885359,CORE3GTg,"Core 3 beta-GlcNAc-transferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * Tn antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 3 [g]
B3GNT6",B3GNT6,O-glycan synthesis,2.4.1.147,0.0
CORE4GTg_pos,918.0,0.0021953954481034,0.3757436833201935,0.020913861885359,CORE4GTg,"Core 4 beta6-GalNAc-transferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * Core 3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 4 [g]
GCNT3",GCNT3,O-glycan synthesis,2.4.1.148,0.0
CORE6GTg_pos,947.0,0.0007000670763712,0.500372635682108,0.0083636898429359,CORE6GTg,"Core 6 beta-GlcNAc-transferase A, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * Tn antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 6 [g]
GCNT1",GCNT1,O-glycan synthesis,2.4.1.102,0.0
CYSGLTH_neg,958.0,0.0004420285873928,0.740512246389899,0.0057888914200643,CYSGLTH,Glutathione:cystine oxidoreductase,"1.00 * L-cystine [c] + 2.00 * Reduced glutathione [c] --> 2.00 * L-cysteine [c] + 1.00 * Oxidized glutathione [c]
No genes",,Methionine and cysteine metabolism,1.8.4.4,4.0
CYSGLTH_pos,944.0,0.0007916045984509,0.7148795971564346,0.0092708531377723,CYSGLTH,Glutathione:cystine oxidoreductase,"1.00 * L-cystine [c] + 2.00 * Reduced glutathione [c] --> 2.00 * L-cysteine [c] + 1.00 * Oxidized glutathione [c]
No genes",,Methionine and cysteine metabolism,1.8.4.4,4.0
CYTK10n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK10n,"cytidylate kinase (CMP,dGTP),nuclear","1.00 * CMP [n] + 1.00 * dGTP [n] --> 1.00 * CDP [n] + 1.00 * dGDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK10n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK10n,"cytidylate kinase (CMP,dGTP),nuclear","1.00 * CMP [n] + 1.00 * dGTP [n] --> 1.00 * CDP [n] + 1.00 * dGDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK11n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK11n,"cytidylate kinase (dCMP,dGTP),nuclear","1.00 * dGTP [n] + 1.00 * dCMP [n] --> 1.00 * dGDP [n] + 1.00 * dCDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK11n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK11n,"cytidylate kinase (dCMP,dGTP),nuclear","1.00 * dGTP [n] + 1.00 * dCMP [n] --> 1.00 * dGDP [n] + 1.00 * dCDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK12n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK12n,"cytidylate kinase (dCMP,dCTP),nuclear","1.00 * dCMP [n] + 1.00 * dCTP [n] --> 2.00 * dCDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK12n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK12n,"cytidylate kinase (dCMP,dCTP),nuclear","1.00 * dCMP [n] + 1.00 * dCTP [n] --> 2.00 * dCDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK13n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK13n,"cytidylate kinase (dCMP,dATP),nuclear","1.00 * dCMP [n] + 1.00 * dATP [n] --> 1.00 * dCDP [n] + 1.00 * dADP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK13n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK13n,"cytidylate kinase (dCMP,dATP),nuclear","1.00 * dCMP [n] + 1.00 * dATP [n] --> 1.00 * dCDP [n] + 1.00 * dADP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK14n_neg,1012.0,3.7440192031072834e-05,0.8997733137703644,0.0007196225144795,CYTK14n,"cytidylate kinase (dCMP,CTP),nuclear","1.00 * dCMP [n] + 1.00 * UTP [n] --> 1.00 * dCDP [n] + 1.00 * UDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK14n_pos,1012.0,3.7440192031072834e-05,0.8997733137703644,0.0007196225144795,CYTK14n,"cytidylate kinase (dCMP,CTP),nuclear","1.00 * dCMP [n] + 1.00 * UTP [n] --> 1.00 * dCDP [n] + 1.00 * UDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK1n_neg,1012.0,3.7440192031072834e-05,0.8997733137703644,0.0007196225144795,CYTK1n,"cytidylate kinase (CMP),nuclear","1.00 * ATP [n] + 1.00 * CMP [n] --> 1.00 * CDP [n] + 1.00 * ADP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK1n_pos,1012.0,3.7440192031072834e-05,0.8997733137703644,0.0007196225144795,CYTK1n,"cytidylate kinase (CMP),nuclear","1.00 * ATP [n] + 1.00 * CMP [n] --> 1.00 * CDP [n] + 1.00 * ADP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK2n_neg,1012.0,3.7440192031072834e-05,0.8997733137703644,0.0007196225144795,CYTK2n,"cytidylate kinase (dCMP),nuclear","1.00 * ATP [n] + 1.00 * dCMP [n] --> 1.00 * dCDP [n] + 1.00 * ADP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK2n_pos,1012.0,3.7440192031072834e-05,0.8997733137703644,0.0007196225144795,CYTK2n,"cytidylate kinase (dCMP),nuclear","1.00 * ATP [n] + 1.00 * dCMP [n] --> 1.00 * dCDP [n] + 1.00 * ADP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK3n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK3n,"cytidylate kinase (dCMP,CTP),nuclear","1.00 * CTP [n] + 1.00 * dCMP [n] --> 1.00 * CDP [n] + 1.00 * dCDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK3n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK3n,"cytidylate kinase (dCMP,CTP),nuclear","1.00 * CTP [n] + 1.00 * dCMP [n] --> 1.00 * CDP [n] + 1.00 * dCDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK4n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK4n,"cytidylate kinase (dCMP,GTP),nuclear","1.00 * dCMP [n] + 1.00 * GTP [n] --> 1.00 * dCDP [n] + 1.00 * GDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK4n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK4n,"cytidylate kinase (dCMP,GTP),nuclear","1.00 * dCMP [n] + 1.00 * GTP [n] --> 1.00 * dCDP [n] + 1.00 * GDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK5n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK5n,"cytidylate kinase (CMP),nuclear","1.00 * CMP [n] + 1.00 * GTP [n] --> 1.00 * CDP [n] + 1.00 * GDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK5n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK5n,"cytidylate kinase (CMP),nuclear","1.00 * CMP [n] + 1.00 * GTP [n] --> 1.00 * CDP [n] + 1.00 * GDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK6n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK6n,"cytidylate kinase (CMP,CTP),nuclear","1.00 * CTP [n] + 1.00 * CMP [n] --> 2.00 * CDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK6n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK6n,"cytidylate kinase (CMP,CTP),nuclear","1.00 * CTP [n] + 1.00 * CMP [n] --> 2.00 * CDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK7n_neg,1012.0,3.7440192031072834e-05,0.8997733137703644,0.0007196225144795,CYTK7n,"cytidylate kinase (CMP,UTP),nuclear","1.00 * CMP [n] + 1.00 * UTP [n] --> 1.00 * CDP [n] + 1.00 * UDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK7n_pos,1012.0,3.7440192031072834e-05,0.8997733137703644,0.0007196225144795,CYTK7n,"cytidylate kinase (CMP,UTP),nuclear","1.00 * CMP [n] + 1.00 * UTP [n] --> 1.00 * CDP [n] + 1.00 * UDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK8n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK8n,"cytidylate kinase (CMP,dATP),nuclear","1.00 * CMP [n] + 1.00 * dATP [n] --> 1.00 * CDP [n] + 1.00 * dADP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK8n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK8n,"cytidylate kinase (CMP,dATP),nuclear","1.00 * CMP [n] + 1.00 * dATP [n] --> 1.00 * CDP [n] + 1.00 * dADP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK9n_neg,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK9n,"cytidylate kinase (CMP,dCTP),nuclear","1.00 * CMP [n] + 1.00 * dCTP [n] --> 1.00 * CDP [n] + 1.00 * dCDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
CYTK9n_pos,1012.0,3.7440192031072834e-05,0.8479898906243719,0.0007196225144795,CYTK9n,"cytidylate kinase (CMP,dCTP),nuclear","1.00 * CMP [n] + 1.00 * dCTP [n] --> 1.00 * CDP [n] + 1.00 * dCDP [n]
CMPK1",CMPK1,Nucleotide interconversion,2.7.4.14,4.0
DADNK_pos,1028.0,1.6834161734239145e-05,0.7944668200293346,0.0004059455606393,DADNK,deoxyadenosine kinase,"1.00 * ATP [c] + 1.00 * 2-deoxyadenosine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * dAMP(2-) [c]
No genes",,Nucleotide interconversion,2.7.1.76,4.0
DAGK_hs_pos,912.0,0.0027465814225172,0.6202438901502377,0.0251737862498604,DAGK_hs,Diacylglycerol phosphate kinase (homo sapiens),"1.00 * ATP [c] + 1.00 * diglyceride [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * phosphatidate(2-) [c]
DGKA; DGKB; DGKD; DGKE; DGKG; DGKH; DGKI; DGKQ; DGKZ",DGKA; DGKB; DGKD; DGKE; DGKG; DGKH; DGKI; DGKQ; DGKZ,Glycerophospholipid metabolism,2.7.1.107,4.0
DAGKn_hs_pos,952.0,0.0005690526463638,0.8148029917565949,0.0071790715134898,DAGKn_hs,Diacylglycerol phosphate kinase (homo sapiens),"1.00 * ATP [n] + 1.00 * diglyceride [n] --> 1.00 * proton [n] + 1.00 * ADP [n] + 1.00 * phosphatidate(2-) [n]
DGKI; DGKZ",DGKI; DGKZ,Glycerophospholipid metabolism,2.7.1.107,4.0
DALAOXx_pos,892.0,0.0056199507239675,0.5448696491835054,0.0445168217953062,DALAOXx,D-Alanine Oxidase (x),"1.00 * O2 [x] + 1.00 * Water [x] + 1.00 * D-alanine [x] --> 1.00 * Hydrogen peroxide [x] + 1.00 * pyruvate [x] + 1.00 * Ammonium [x]
DAO",DAO,D-alanine metabolism,1.4.3.3,4.0
DCK1n_neg,1062.0,2.77619010585646e-06,0.6652680495082756,0.0001889833577267,DCK1n,"Deoxycytidine kinase, nuclear (ATP)","1.00 * ATP [n] + 1.00 * Deoxycytidine [n] --> 1.00 * proton [n] + 1.00 * dCMP [n] + 1.00 * ADP [n]
DCK",DCK,Nucleotide interconversion,2.7.1.74,4.0
DCK1n_pos,1062.0,2.77619010585646e-06,0.6652680495082756,0.0001889833577267,DCK1n,"Deoxycytidine kinase, nuclear (ATP)","1.00 * ATP [n] + 1.00 * Deoxycytidine [n] --> 1.00 * proton [n] + 1.00 * dCMP [n] + 1.00 * ADP [n]
DCK",DCK,Nucleotide interconversion,2.7.1.74,4.0
DCK2n_neg,1062.0,2.77619010585646e-06,0.6652680495082756,0.0001889833577267,DCK2n,"Deoxycytidine kinase, nuclear (UTP)","1.00 * UTP [n] + 1.00 * Deoxycytidine [n] --> 1.00 * proton [n] + 1.00 * dCMP [n] + 1.00 * UDP [n]
DCK",DCK,Nucleotide interconversion,2.7.1.74,4.0
DCK2n_pos,1062.0,2.77619010585646e-06,0.6652680495082756,0.0001889833577267,DCK2n,"Deoxycytidine kinase, nuclear (UTP)","1.00 * UTP [n] + 1.00 * Deoxycytidine [n] --> 1.00 * proton [n] + 1.00 * dCMP [n] + 1.00 * UDP [n]
DCK",DCK,Nucleotide interconversion,2.7.1.74,4.0
DPGM_pos,1089.0,5.998305216634215e-07,1.3173789757983143,6.030603783185323e-05,DPGM,Diphosphoglyceromutase,"1.00 * 3-Phospho-D-glyceroyl phosphate [c] --> 1.00 * proton [c] + 1.00 * 2,3-bisphosphonato-D-glycerate(5-) [c]
BPGM; PGAM1; PGAM2",BPGM; PGAM1; PGAM2,Glycolysis/gluconeogenesis,5.4.2.1,0.0
DPGase_pos,1089.0,5.998305216634215e-07,1.3173789757983156,6.030603783185323e-05,DPGase,Diphosphoglycerate phosphatase,"1.00 * Water [c] + 1.00 * 2,3-bisphosphonato-D-glycerate(5-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 3-Phospho-D-glycerate [c]
BPGM; PGAM1; PGAM2",BPGM; PGAM1; PGAM2,Glycolysis/gluconeogenesis,5.4.2.4,0.0
DPMVDx_pos,896.0,0.0048885462108783,0.5633324635683901,0.0400333953484836,DPMVDx,diphosphomevalonate decarboxylase,"1.00 * ATP [x] + 1.00 * (R)-5-Diphosphomevalonate [x] --> 1.00 * ADP [x] + 1.00 * carbon dioxide [x] + 1.00 * Isopentenyl diphosphate [x] + 1.00 * hydrogenphosphate [x]
MVD",MVD,Cholesterol metabolism,4.1.1.33,4.0
ENO_pos,1015.0,3.230567600830022e-05,1.10192973710355,0.0007196225144795,ENO,enolase,"1.00 * D-Glycerate 2-phosphate [c] --> 1.00 * Water [c] + 1.00 * Phosphoenolpyruvate [c]
ENO1; ENO2; ENO3",ENO1; ENO2; ENO3,Glycolysis/gluconeogenesis,4.2.1.11,0.0
ETHAK_pos,919.0,0.0021140704747562,0.5073617255265814,0.0208064014345358,ETHAK,Ethanolamine kinase,"1.00 * ATP [c] + 1.00 * etha[c] [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * O-phosphonatoethanaminium(1-) [c]
CHKA; CHKB; ETNK1; ETNK2",CHKA; CHKB; ETNK1; ETNK2,Glycerophospholipid metabolism,2.7.1.82,4.0
